id,sentence
4072,Ampa in manga binhiꞌ iban sin lupaꞌ marayaw kiyahulugan nila amuna in biyaꞌ sapantun sin manga tau nakarungug sin Baytaꞌ Marayaw pasal sin pamarinta sin Tuhan.
4073,Iban kiyahātihan nila sabab nagkahagad sila sin hinduꞌ.
4074,Hangkan sumūng in dayaw sin kawl-piil nila.
4075,In kaibanan landuꞌ tuud dumayaw.
4076,In kaibanan isab dumayaw tuud.
4077,Ampa in kaibanan sarang-sarang in dayaw nila.”
4078,"Manjari nagnasīhat na isab hi Īsa kanila, diyalil niya kaagi."
4079,"Laung niya, “In hantang sin pamarinta sin Tuhan hikadalil ta pa kahālan sin pagtanum iban pagꞌani sin tiyanum."
4080,Biyaꞌ ha ini in hantang niya.
4081,Awn hambuuk tau nagtanum binhiꞌ marayaw ha uma niya.
4082,"Sakali, hambuuk dūm ha saꞌbu natutūg na in tau katān."
4083,Miyawn in banta sin tau yaun pa uma ampa niya tiyanuman sagbut ha daig piyagtanuman sin binhiꞌ.
4084,Ubus ampa siya minīg.
4085,Sakali miyawn sab ka bayu ha tubig siyangan sin uma niya.
4086,Katungkalan niya ampa nan tula pa sin dalan ampa mapa.
4087,Maytin in tubig ha uma niya.
4088,Na pa nakarungug siya sin Baytaꞌ Marayaw.
4089,Hanggap na amu in pagtanum.
4090,In Baytaꞌ Marayaw amu in pamarinta sin Tuhan.
4091,In tao na magtanum binhiꞌ amu in mga tau nagapatal.
4092,Ampa in iba nagkukuitan amu in mga tau nagpakaraw.”
4093,Manjari miyawn kan Īsa in manga Parisi iban sin manga guru sin saraꞌ agama dayn ha Awrusalam Baytal Makdis.
4094,"Iyasubu nila hi Īsa, laung nila,"
4095,“Maytaꞌ in manga mulid mu diꞌ magkahagad sin manga biatan sin kamaasan natuꞌ?
4096,Kumaun sila minsan sila walaꞌ nakapagsuchi sin manga lima nila!”
4097,"In sambag hi Īsa, laung niya,"
4098,"“Na, maytaꞌ isab in kamu?"
4099,Atas niyu liyanggal in daakan sin Tuhan bang mayan niyu maagad in manga biatan sin manga kamaasan niyu amu in piyanghinduꞌ niyu!
4100,"Karnaꞌ nagparman in Tuhan, amu agi, ‘Pagꞌaddati niyu in inaꞌ-amaꞌ niyu.’"
4101,‘Hisiyu-siyu in manuknaꞌ ha amaꞌ atawa inaꞌ niya subay siya patayun.’
4102,Sagawaꞌ dugaing in hinduꞌ niyu ha manga tau.
4103,"Laung niyu, bang in hambuuk tau awn hipanabang niya ha maas niya, sagawaꞌ imiyan siya in tabang niya yan kiyaungsud niya pa Tuhan."
4104,"Na, makajari na minsan niya diꞌ na tabangun in maas niya."
4105,"Na, in hīnduꞌ niyu yan ha manga tau, karnaꞌ sin pagbawgbug niyu sin hinduꞌ biatan sin kamaasan niyu, amuna in nakapalayuꞌ ha manga tau dayn ha Parman sin Tuhan."
4106,In kamu yan nagpabawꞌ-bawꞌ sadja miyamagad sin daakan sin Tuhan.
4107,"Kiyugdan tuud kamu sin kiyabaytaꞌ hi Isayas ha lawm Kitab, amu agi sin Tuhan,"
4108,"‘Liyalagguꞌ aku sin manga tau sin lapal-kabtangan nila, sagawaꞌ malayuꞌ aku dayn ha atay nila.’"
4109,"Wayruun da pūs nila magpudji kākuꞌ sabab hibaytaꞌ nila sin in hīnduꞌ nila daakan dayn kākuꞌ, sagawaꞌ in kasabunnalan niya hinang-hinang nila sadja in hinduꞌ yan.”"
4110,"Pagꞌubus yadtu tiyawag hi Īsa in manga tau mataud pakawnun kaniya, ampa siya namichara, laung niya,"
4111,“Dungug kamu iban hātiha niyu in hibichara ku ini kaniyu.
4112,"In unu-unu makaun, makasūd pa lawm simud sin hambuuk tau, in yan diꞌ makasammal kaniya."
4113,Sagawaꞌ amu in makasammal kaniya in unu-unu mangīꞌ gumuwaꞌ dayn ha lawm simud niya.”
4114,"Sakali miyawn in manga mulid niya kaniya ampa namung, laung nila,"
4115,"“Tuwan, in manga Parisi kimangīꞌ in atay sin pamung mu.”"
4116,"Na, diyalil kaagi hi Īsa in sambung niya kanila, laung niya,"
4117,"“In unu-unu namān pananum amu in bukun tiyanum sin Amaꞌ ku ha surgaꞌ, hipalarut da ha susūngun."
4118,Ayaw kamu magsusa pasal nila.
4119,"In sila yan manga nakuraꞌ sin saraꞌ agama, sagawaꞌ manga nakuraꞌ amu in diꞌ makaingat sin tudjuhan nila."
4120,Biyaꞌ sila manga buta.
4121,"Ampa bang in hambuuk tau buta amu in mangambit ha buta da isab biyaꞌ kaniya, na karuwa sila in mahulug pa lubang.”"
4122,"Namichara hi Pitrus, laung niya,"
4123,"“Tuwan, pahātiha kunuꞌ kami sin maana sin bichara diyalil mu yadtu.”"
4124,"Laung hi Īsa,"
4125,“Bat biyaꞌ da kamu hāti yan sin manga kaibanan masi pa wayruun panghāti.
4126,"Maytaꞌ, diꞌ mu ka kaingatan sin bang in kakaun matūn na sin tau sumampay na yan pa tiyan niya, pagꞌubus gumuwaꞌ da dayn ha baran niya."
4127,"Sagawaꞌ in manga unu-unu mangīꞌ ha lawm atay iban pikilan sin tau amu in gumuwaꞌ dayn ha simud niya, amu in makasammal kaniya."
4128,"Karnaꞌ in manga pikilan mangīꞌ amu in guwaꞌ dayn ha lawm atay niya, biyaꞌ na sin mamunuꞌ, magjina, maghinang sin manga unu-unu kalumuan, manakaw, mamuting iban magbichara mangīꞌ pasal sin pagkahi niya ha wayruun kasabunnalan niya."
4129,"Amu yan in makasammal, mahinang dusa sin tau."
4130,Sagawaꞌ diꞌ kamu masammal bang kamu kumaun ha diꞌ magsuchi sin lima niyu biyaꞌ sin agi nila subay niyu hinangun.”
4131,Pagꞌubus yadtu miyadtu hi Īsa pa lugal amu in masuuk pa dāira Tirus iban Sidun.
4132,Sakali awn hambuuk babai dayn ha hulaꞌ Kanan naghuhulaꞌ duun in miyawn kaniya.
4133,"Laung sin babai ini kan Īsa,"
4134,"“Ū Tuwan, hambuuk panubuꞌ hi Nabi Daud, kaluuyi aku."
4135,"In anak ku babai siyusūd saytan, iban malasahi tuud siya.”"
4136,Sagawaꞌ walaꞌ simambung hi Īsa.
4137,"Simuuk mawn kaniya in manga mulid niya sartaꞌ nangayuꞌ, laung nila,"
4138,"“Tuwan, paīga in babai yan sabab imuurul sadja kātuꞌ iban mahibuk tuud siya.”"
4139,"Simambung hi Īsa, laung niya,"
4140,"“In aku ini naraak tumabang ha manga tau bangsa Israil, amu in biyaꞌ sapantun bili-bili nalalawaꞌ dayn ha magꞌiipat kanila.”"
4141,"Pagdungug sin babai sin pamung hi Īsa, magtūy siya simujud pa alupan niya."
4142,"Laung niya,"
4143,"“Tuwan, tabanga tuud aku!”"
4144,"Sakali diyalil kaagi hi Īsa in sambung niya, laung niya,"
4145,“Bukun patut in kakaun sin manga bataꞌ-bataꞌ hipakaun ha manga iruꞌ ipatan.”
4146,"“Bunnal in bichara mu yan, Tuwan,” in sambung sin babai,"
4147,"“sagawaꞌ minsan in manga iruꞌ ipatan, kumaun da sin manga kakaun mahulug dayn ha lamisahan sin tagꞌipatan kanila.”"
4148,"Simambung hi Īsa, laung niya,"
4149,"“Uy, Indaꞌ, makusug tuud in pangandul mu!"
4150,In piyangayuꞌ mu hikarūl kaymu.”
4151,"Na, ha waktu da yadtu magtūy kiyaulian in anak sin babai yadtu."
4152,Pagꞌubus yadtu minīg na hi Īsa dayn ha lugal yaun.
4153,"Miyanaw siya limabay dayn ha higad sin Dagat Jalil, ampa siya timukad pa taas būd-būd."
4154,Duun siya limingkud.
4155,"Sakali mataud tau in miyawn kaniya nagdarā sin manga nasasakit biyaꞌ na sin manga pingkaꞌ, sin manga buta, sin manga pingkul, sin manga umaw iban na sin manga kaibanan kiyukugdan sin ginisan sakit."
4156,Biyutang nila sadja in manga tau nasasakit ini pa daig sin siki hi Īsa.
4157,"Na, napauliꞌ sila hi Īsa katān."
4158,"Sangat tuud nainu-inu in manga tau pagkitaꞌ nila sin in umaw makabichara na, in pingkul uliꞌ na, in pingkaꞌ makapanaw na, iban in buta makakitaꞌ na."
4159,"Na, piyudji nila in Tuhan sin bangsa Israil."
4160,"Sakali tiyawag hi Īsa in manga mulid niya ampa siya namung, laung niya,"
4161,"“Maluuy aku ha manga tau ini sabab awn na tūy adlaw sila ini miyamagad kākuꞌ, ampa bihaun wayruun na makaun nila."
4162,Diyañu makalipay ha ak ku.”
4163,"Sagawaꞌ namichara siya ha kanila,"
4164,"“Inu-unu, hiya makapagpabay sin daga?"
4165,In ginikanan hiya makapagbigay sin panganan ha manga tau?
4166,"Na, sa tagpa nainu-inu na ku.”"
4167,"Na, nagsarta isab miyawn in manga mulid hi Īsa nangasubu kaniya, laung nila,"
4168,"“Tuwan, hisiyu in itungun mataas tuud ha lawm pamarintahan sin Tuhan?”"
4169,"Sakali tiyawag hi Īsa in hambuuk bata-bata, ampa niya piyatindug ha alupan sin manga mulid niya."
4170,"Ampa siya namung, laung niya, “Na, ini in mattan hibayta ku kaniyu."
4171,"Bang in pamikil niyu di’ da mapinda mabiya’ sin pamikil sin bata-bata ini, na tantu di’ tuud kamu makaagad ha lawm pamarintahan sin Tuhan."
4172,Sabab amu in itungun mataas ha lawm pamarintahan sin Tuhan in tau mababa’ in atay biya’ sin bata ini.
4173,"Na, hisiyu-siyu in magparuli tuud ha hambuuk bata-bata biya’ sin bata ini, sabab-karna’ agad in tau yaun kaku’, na, biya’ da tuud isab baran ku in piyaruli niya."
4174,“Sagawa’ hisiyu-siyu in makarā magdusa ha manga tau nangangandul kaku
4175,amu in piyag’iyan ku biya’ sapantun bata-bata
4176,na marayaw pa in tau yan malumus ha gi’tung tawid iban sin gilingan batu dakula’ hiyuhukut ha liug niya bat siya di’ makahinang sin biya’ ha yan.
4177,"Andu’, makaluuy tuud in manga mānusiya’ sabab awn manga sasat amu in makarā kanila magdusa."
4178,"Na, asal in manga sasat biya’ ha yan di’ katangkisan sin manga mānusiya’, sagawa’ labi awla tuud andu’ kailu in tau amu in makarā ha kaibanan niya magdusa."
4179,"Na, bang sawpama in siki atawa lima niyu amu in makarā kaniyu magdusa,"
4180,"na, amu in pagbahasahun marayaw pa uturan niyu in siki atawa lima niyu."
4181,"Labi pa marayaw mapukul in siki atawa lima niyu,"
4182,"bang mayan kamu makasūd pa surga’ dayn sin jukup in siki-lima niyu, sa’ in uwian niyu pa lawm narka’ jahannam amu in nalalaga kasaumulan."
4183,"Damikkiyan, bang sawpama in mata niyu amu in makarā kaniyu magdusa"
4184,"na, amu in pagbahasahun marayaw pa lugitun niyu in mata niyu, ampa niyu bugitan."
4185,"Labi pa marayaw maīg in hansipak mata niyu, bang mayan kamu makasūd pa surga’,"
4186,dayn sin jukup in duwa mata niyu sa’ pa lawm narka’ nalalaga in uwian niyu.
4187,"Na, kamaya-maya kamu."
4188,Ayaw niyu baba-babaa in manga tau agad kaku’ amu in mababa’ in atay.
4189,"Sabab baytaan ta kamu, in sila yan piyaparuli tuud sin manga malāikat ha surga’."
4190,"Piyapangayuan sila tabang pa Tuhan sin manga malāikat yadtu didtu ha haddarat sin Tuhan, Ama’ ku."
4191,"Karna’ in aku, amu in Anak Mānusiya’ limahil mari pa dunya lumappas ha manga tau nalawa’ dayn ha dān tudju pa Tuhan."
4192,“Biya’ diin in pikil niyu?” laung hi Īsa ha manga dimurungug kaniya.
4193,"“Bang sawpama awn hambuuk tau nag’iipat hanggatus bili-bili ampa malawa’ in hambuuk, unu in hinangun niya?"
4194,Bukun ka hibīn niya in kasiyaman tagsiyam bili-bili duun ha kaparangan ampa niya lawagun in hambuuk bili-bili nalawa’?
4195,"Na, bang niya kabaakan na in hambuuk bili-bili nalawa’, kūgan tuud siya minsan da awn pa kasiyaman tagsiyam bili-bili niya amu in way simiha’ dayn ha baanan."
4196,"Na, biya’ da isab ha yan in Tuhan, Ama’ niyu, ha surga’."
4197,"Di’ siya mabaya’ sin awn tau suku’ niya in malawa’ dayn ha lawm ukuman niya, minsan da in tau yan biya’ lupa way harga’ niya."
4198,"Na, bang awn pagkahi mu makarusa kaymu, kadtua siya baytai pasal sin narusa niya kaymu, sagawa’ subay duwa-ruwa niyu sadja in magbichara pasal yan."
4199,"Bang niya akuhun in dusa niya iban mabaya’ siya magdayaw iban ikaw, na napatibuuk mu nagbalik in pagbagay iban paghangka-atay sin kamu hangka-agaran."
4200,"Sumagawa’ bang niya di’ akuhun in dusa niya iban di’ siya mabaya’ magdayaw iban ikaw,"
4201,"na, kawa’ kaw hambuuk atawa duwa tau sumaksi’ sin bichara mu kaniya, ha supaya maagad mu in Parman sin Tuhan ha lawm Kitab."
4202,"Agi, ‘In unu-unu dusa hibutang ha hambuuk tau, di’ masabunnal bang wayruun duwa tū tau sumaksi’ sin kasabunnalan niya.’"
4203,"Sagawa’ bang siya di’ pa dumungug sin hindu’ sin tau dugaing diyā mu,"
4204,"na, baytaan na in parakala’ niyu pa katān pagkahi niyu agad ha Almasi."
4205,"Na, bang siya di’ na mayan dumungug sin hindu’ sin manga katān pagkahi niyu,"
4206,"na, niyatun niyu in siya bukun na lamud ha paghambuuk niyu."
4207,Niyatun niyu na siya biya’ sin tau nagtutuhan dugaing dayn sin Tuhan tuud atawa biya’ sin tau magkakawa’ sukay pa parinta.
4208,"Na, hangkan ini in hibayta’ ku kaniyu."
4209,"Unu-unu in hilāng niyu dī ha dunya, hirūl kaniyu sin Tuhan,"
4210,"iban unu-unu in hitugut niyu dī ha dunya, hirūl da isab kaniyu sin Tuhan."
4211,"Lāgi’, ini pa isab in hibayta’ ku kaniyu."
4212,"Bang awn duwa tau duun kaniyu maghangka-pikilan mangayu’ pa Tuhan sin unu-unu na,"
4213,hirihil yan kanila sin Ama’ ku ha surga’.
4214,"Karna’ bang awn duwa tū tau magtipun mangayu’ duwaa pa Tuhan sabab sin parachaya iban pangandul nila kaku’,"
4215,in aku yaun da isab miyamagad kanila.
4216,"Pag’ubus miyawn hi Pitrus nangasubu kan Īsa, laung niya,"
4217,"“Panghu’, makapila ku maapun in pagkahi ku bang makarusa kaku’?"
4218,Makapitu baha’?”
4219,"“Bukun makapitu,” in sambag hi Īsa, “sagawa’ subay makakapituan lipatun magpitu."
4220,Karna’ in hantang sin pamarinta sin Tuhan hikadalil ta pa kahālan sin pagpasukut sin sultan sin manga utang kaniya sin manga daraakun niya.
4221,"Na, timagna’ mayan in pagpasukut niya,"
4222,awn hambuuk daraakun narā mawn kaniya.
4223,In daraakun ini nakautang salaksa’ pilak kaniya.
4224,"Na, kulang in sīn hipamayad sin daraakun ini kaniya."
4225,"Hangkan nag’uldin siya hipaparagang in daraakun ini sampay sin manga unu-unu niya katān iban na sin manga anak-asawa niya,"
4226,ha supaya kabayaran in utang kaniya.
4227,"Sagawa’ simujud duun ha alupan niya in daraakun ini sarta’ jimunjung kaniya,"
4228,"amu agi, ‘Ū Ampun, patangguha naa aku."
4229,Tantu bayaran ku tuud in katān nautang ku kaymu.’
4230,Limuuy in sultan ha daraakun ini.
4231,"Na, hangkan miyaap na siya sin sultan iban wala’ na siya piyabayad sin utang niya."
4232,"Na, pagguwa’ sin daraakun ini piyagbāk niya in hambuuk daraakun biya’ kaniya."
4233,In daraakun ini nakautang hangkatiyu’ da kaniya.
4234,"Na, magtūy niya giyanggut in daraakun ini, sūng niya pikulun."
4235,"Laung niya, ‘Bayari na in nautang mu kaku’.’"
4236,"Limuhud na jimunjung kaniya in daraakun ini nakautang kaniya sarta’ namung na, laung niya, ‘Andu’, maluuy na kaw kaku’."
4237,Patangguha naa aku.
4238,Bayaran ta da kaw sin utang ku kaymu!’
4239,Sagawa’ di’ siya katangguhan iban wayruun luuy niya ha pagkahi niya daraakun.
4240,Gām mayan piyarasuk niya pa lawm jīl iban di’ papaguwaun sampay di’ makabayad sin utang kaniya.
4241,"Pagkita’ sin kaibanan daraakun ini nagluwas siya agi, agi, nahimu sin sūng pagharap kaniya, laung niya, ‘Bayari na in nautang mu kaku’.’"
4242,"Na, pagbalik niya pa alupan kaniya, miyayaw niya in sultan niya sin pagkahi niya."
4243,"Laung niya, ‘Ū Ampun, patangguha naa aku."
4244,Kawang sin utang ku.’
4245,"Na, sawpama di’ maamuli niya in pagkahi niya,"
4246,"na, iyu’ niya sin sultan niya sin alupan, laung niya,"
4247,"‘Malāyat sin tau yan kaniyu, amu in malāyat sin Tuhan kaniyu."
4248,"Na, sagawa’ iyo in Ama’ ku biya’ sin surga’ amu in piyaparuli sin manga malāikat niya.’"
4249,"Na, sugka’ pagkamalay in Īsa sin manga mangikitab iban manga tau nagdumungug kaniya, laung niya,"
4250,"“Sagawa’ subay kam magpiyabah sin pagpasukut sin manga tau kaniyu, agi’ pa in Ama’ niyu na ha langit.”"
4251,"Na, in isab magbat sin mga tau maghuwat kaniya ha lalawigan sin Galiyad, amu in linalaman ini."
4252,Manjari masuuk mayan hinda Īsa pa Awrusalam Baytal Makdis.
4253,Kīta nila na in lūngan Bitpaji ha Būd Jaytun.
4254,Diyaak hi Īsa in duwa mulid niya paunahun dayn kanila.
4255,"Laung niya kanila, “Kadtu kamu pa lūngan amu in sūngun niyu yaun.”"
4256,"Pagdatung niyu na mayan madtu, magtūy kamu makabāk hambuuk kuraꞌ hiyuhukutan."
4257,anak niya mabataꞌ pa amu in walaꞌ pa kiyapanguraan.
4258,Hubari niyu ampa niyu dāha mari kākuꞌ.
4259,"Bang awn tau mangasubu kaniyu, baytai niyu, ‘Kagunahan sila sin Panghuꞌ.’"
4260,Magtūy niya sa yan hiparā kaniyu.
4261,"Na, in ini naawn sabab kiyapamung iban kiyasulat ha lawm Kitab sin hambuuk."
4262,"nabi sin timpu nakauna in Parman sin Tuhan, amu agi."
4263,Baytai in manga tau ha Awrusalam Baytal Makdis.
4264,Kitaa niyu ba!
4265,Bihaun yan na tudju mawn kaniyu in makapagbayaꞌ kaniyu.
4266,In siya yan mababaꞌ in atay.
4267,Manguraꞌ siya ha kuraꞌ.
4268,amu in anak kuraꞌ walaꞌ pa kiyapanguraan.
4269,"Na, miyadtu na in duwa mulid niya."
4270,Iyagad nila in daakan kanila hi Īsa.
4271,"Pagbalik sin duwa mulid, nagdarā na sila sin kuraꞌ iban anak kuraꞌ."
4272,Liyampikan nila sin juba nila in taykud sin kuraꞌ iban sin anak kuraꞌ.
4273,ubus ampa nanguraꞌ hi Īsa.
4274,"Sakali nanguraꞌ mayan hi Īsa, hīklad sin manga tau mataud in juba nila ha dān labayan hi Īsa."
4275,Ampa in kaibanan tau nanuꞌtuꞌ manga sanga dahunan.
4276,ampa nila kiyanat ha dān labayan hi Īsa.
4277,Hīnang nila yan bat nila mapakitaꞌ in panglagguꞌ nila kan Īsa.
4278,In manga tau mataud miyamanaw ha unahan iban ha ulihan hi Īsa nagꞌulang.
4279,"Laung nila, “Pudjihun natuꞌ in hambuuk panubuꞌ hi Daud.”"
4280,Bang mayan siya barakatan amu in kiyawakilan sin Tuhan!
4281,Pudjihun natuꞌ in Tuhan didtu ha surgaꞌ amu in mataas dayn ha katān!
4282,"Na, pagdatung hi Īsa pa Awrusalam Baytal Makdis nahiluhalaꞌ in tau katān ha lawm dāira."
4283,"“Hisiyu bahaꞌ in tau yan,” laung sin manga tau."
4284,"Laung sin manga tau miyamagad kan Īsa, “Siya na ini in hi Īsa, nabi dayn ha Nasarit ha hulaꞌ Jalil.”"
4285,Manjari namichara hi Īsa ha manga tau mataud.
4286,Manjari namichara hi Īsa ha manga mulid niya.
4287,"Laung hi Īsa, “In manga guru sin saraꞌ agama aw sin manga Parisi kapatut manghinduꞌ sin manga saraꞌ sin Tuhan piyanaug dayn kan Musa."
4288,Hangkan subay niyu kahagarun in katān hinduꞌ nila.
4289,Sagawaꞌ ayaw niyu singuri in manga hinang nila.
4290,Walaꞌ nila iyaagad in hīhinduꞌ nila ha manga tau.
4291,Hinduan nila in manga tau hipaagad in manga daakan mahunit hinangun.
4292,"Malayngkan, walaꞌ sila miyamagad sin daakan yan."
4293,Kitaa niyu ba in lagguꞌ sin luluunan sin manga piyagsulatan sin manga ayat dayn ha Kitab.
4294,Biyubutang nila ha manga tuktuk.
4295,Biyubutang nila ha manga buktun.
4296,Atura niyu ba in habaꞌ sin jambu sin manga juba nila.
4297,"Bang sila lumuruk pa pagjamuhan, lumingkud sila ha lilingkuran tiyatawꞌ ha manga tau balkanan."
4298,"Iban bang sila ha langgal, lumingkud sila ha unahan."
4299,Inu in paglilingkuran tiyatawꞌ ha manga tau mataas.
4300,Mabayaꞌ tuud sila bang lagguun sin manga tau ha mayran.
4301,Mabayaꞌ tuud sila gulalun ‘Tuwan Guru’.
4302,"Subay kamu, diꞌ magpagulal ‘Tuwan Guru’."
4303,In katān mānusiyaꞌ saliꞌ da sin magtawtaymanghud katān.
4304,Hambuuk-buuk da in Guru niyu tuud.
4305,Iban wayruun tau gulalun niyu Amaꞌ.
4306,Hambuuk-buuk da Tuhan ha surgaꞌ in Amaꞌ niyu.
4307,Iban diꞌ kamu gulalun Panghuꞌ.
4308,Hambuuk-buuk da Almasi in Panghuꞌ.
4309,Hisiyu-siyu in mataas tuud dayn ha pagkahi niya.
4310,Subay siya magtagꞌīpun kanila.
4311,Hisiyu-siyu in magpataas sin baran niya.
4312,Hidusdus da pa babaꞌ.
4313,Hisiyu-siyu in magpababaꞌ sin baran niya.
4314,Angkatun da siya pa taas.
4315,"Pagꞌubus laung hi Īsa, “Makaluuy tuud in manga kamu guru sin saraꞌ agama iban Parisi."
4316,Magpabawꞌ-bawꞌ sadja kamu miyamagad sin kabayaan sin Tuhan.
4317,In bunnal niya kamu yan in timambul sin dān labayan sin manga tau.
4318,"Pamarintahan sin Tuhan, pero in kamu baran niyu diꞌ mabayaꞌ magad ha pamarinta sin Tuhan."
4319,"Dayn, diꞌ niyu tugutan manga tau in pamarinta sin Tuhan magad."
4320,Makaluuy tuud in manga kamu guru sin saraꞌ agama iban Parisi.
4321,Magpabawꞌ-bawꞌ sadja kamu miyamagad sin daakan sin Tuhan.
4322,Anyayahun niyu manga bāy sin manga balu babai.
4323,Pahabaꞌ niyu in pagpangarap niyu pa Tuhan.
4324,Hipagpakitaꞌ-kitaꞌ ha manga tau.
4325,Ha supaya manga tau magpikil sin kamu tau marayaw.
4326,"Dayn ha sabab yan, murkaꞌ dakulaꞌ in dumatung kaniyu."
4327,Makaluuy tuud in manga kamu guru sin saraꞌ agama iban Parisi.
4328,Magpabawꞌ-bawꞌ sadja kamu miyamagad ha daakan sin Tuhan.
4329,Landuꞌ tuud in tuyuꞌ niyu magpasaplag sin hinduꞌ niyu pa manga tau.
4330,Minsan umuntas kamu kalawdlawran.
4331,Madtu kamu pa kahulaꞌ-hulaan ha supaya mapaagad niyu ha hinduꞌ niyu.
4332,Minsan dakuman hambuuk tau.
4333,"Bang niyu siya mapaagad na sin hinduꞌ niyu, siya lumabi pa in kangīan dayn kaniyu."
4334,Masukuꞌ na siya sin narkaꞌ biyaꞌ kaniyu.
4335,Makaluuy tuud kamu.
4336,Biyaꞌ kamu sapantun buta imambit ha pagkahi niyu buta.
4337,"In hinduꞌ niyu ha manga tau, laung niyu:"
4338,“Bang in hambuuk tau sumapa ampa niya hinangun.
4339,Saksiꞌ in Bāy sin Tuhan.
4340,Wayruun da ngīꞌ niya minsan niya diꞌ agarun in siyapahan niya.
4341,Sagawaꞌ bang siya sumapa ampa hinangun niya saksiꞌ in manga kapanyapan bulawan ha lawm sin Bāy sin Tuhan.
4342,Subay niya tuud agarun in siyapahan niya.”
4343,Dupang tuud kamu.
4344,Sāꞌ tuud in pikilan niyu.
4345,"Maytaꞌ, hawnu in mahargaꞌ in bulawan atawa Bāy sin Tuhan?"
4346,Tantu mahargaꞌ in Bāy sin Tuhan dayn sin kapanyapan bulawan ha lawm niya.
4347,Bāy sin Tuhan suchi.
4348,"Hangkan in unu-unu katān ha lawm niya, suchi da isab."
4349,"Lāgiꞌ, naghinduꞌ pa kamu:"
4350,“Bang awn hambuuk tau sumapa ampa hinangun niya saksiꞌ in lugal pagkukulbanan.
4351,Wayruun ngīꞌ niya minsan niya diꞌ agarun in siyapahan niya.
4352,Sagawaꞌ bang siya sumapa ampa hinangun niya saksiꞌ in unu-unu biyubutang ha lugal pagkukulbanan.
4353,Subay niya agarun in siyapahan niya.”
4354,Nasāꞌ tuud in pikilan niyu yan.
4355,"Maytaꞌ, hawnu in mahargaꞌ in lugal pagkukulbanan atawa manga iyungsud pagkulbanan?"
4356,Lugal pagkukulbanan suchi.
4357,Hangkan in unu-unu katān hikabutang mawn suchi da isab.
4358,Hangkan tau sumapa ampa hinangun siya saksiꞌ in lugal pagkukulbanan.
4359,Malapay na sampay in katān biyubutang duun amu in iyungsud pagkulbanan.
4360,Tau sumapa ampa hinangun saksiꞌ in Bāy sin Tuhan.
4361,"Malapay da isab in Tuhan, sabab Bāy yan, Bāy niya."
4362,Tau sumapa ampa surgaꞌ hinangun niya saksiꞌ.
4363,Malapay da isab in Tuhan iban sin kiyabubutangan niya.
4364,Makaluuy tuud kamu manga guru sin saraꞌ agama iban Parisi.
4365,Magpabawꞌ-bawꞌ sadja kamu miyamagad ha daakan sin Tuhan.
4366,Hiungsud niyu jakat in hangka-bahagiꞌ sin hangpuꞌka-bahagiꞌ sin manga dahundahun.
4367,Hipagpahamut sin kakaun.
4368,Hipagpangubat.
4369,"Dahun-dahun pagngānan minta, dil, iban kummin."
4370,Sagawaꞌ walaꞌ niyu biyawgbugan in manga daakan sin Tuhan amu in mahargaꞌ tuud.
4371,Biyaꞌ na sin manga daakan subay mabuntul in hukuman niyu.
4372,Subay kamu maluuy ha pagkahi niyu.
4373,Subay kamu kapangandulan.
4374,In manga ini subay niyu tuud bawgbugan.
4375,Lāgiꞌ subay niyu da isab diꞌ lupahun in kaibanan daakan sin saraꞌ agama.
4376,Biyaꞌ kamu yan sin manga tau buta amu in umambit ha pagkahi niyu buta.
4377,Hinang niyu yan biyaꞌ kamu nagsaan sin tubig inumun niyu
Biyaꞌ diin in katipu niya kan Īsa ha supaya niya siya hikaungsud pa lawm lima nila.
Na, kiyaamuhan tuud sila iban atasan nila tangdanan hi Judas.
Timaayun hi Judas sin kabayaan nila.
Hangkan simipi na siya bang biyaꞌ diin in katipu niya kan Īsa.
Bat niya hikaungsud pa lawm lima sin manga tau mabayaꞌ sumaggaw kaniya.
Limawag siya waktu makulang in manga tau.
Manjari naabut na in adlaw sin pakaradjaan pagkaun sin tinapay way pasulig.
Amun in waktu sin pagsumbayꞌ sin anak bili-bili.
Amun in panumtuman sin bangsa Yahudi sin waktu piyuas sin Tuhan dayn ha kasigpitan in kamaasan nila.
Sakali diyaak hi Īsa hi Pitrus kay Yahiya.
Laung niya, “Kadtu kamu pagsaddiya sin kakaun hipagsaꞌbu taniyu sin Pagjamu Paglappas dayn ha Kamatay.”
Laung nila, “Hariin mu kabayaan sakapun namuꞌ in pagjamuhan taniyu?”
In sambung niya, “Pagdatung niyu pa lawm sin dāira, bākun kamu sin hambuuk usug nagdarā kibut tagaluun tubig.”
Urul kamu kaniya pa bāy sūran niya.
Ubus ampa niyu iyana in tagdapu sin bāy.
Laung niyu, ‘Nagpaasubu in Tuwan Guru bang hawnu in bilik pagjamuhan niya iban sin manga mulid niya hipagsaꞌbu sin Pagjamu Paglappas dayn ha Kamatay.’
Na, hipakitaꞌ niya kaniyu in bilik dakulaꞌ ha taas sin bāy niya.
Amun in asal panyap sin katān kagunahan natuꞌ.
Duun niyu saddiyaha in pagjamuhan natuꞌ.
Na, miyadtu na sila.
Pagdatung nila pa dāira, in katān biyaytaꞌ hi Īsa naagad.
Na, siyaddiya nila na in kakaun pagjamuhan nila.
Na, naabut mayan in waktu sin pagjamu.
Limingkud na hi Īsa nagjamu iban sin manga kiyawakilan niya.
